UnitID,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Delay
E17,SF,94124.0,B10,17,6513,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.2666667
E43,SF,94134.0,B09,43,6152,3,3,True,,1,ENGINE,1.0,9.0,9.0,Excelsior,1.3833333
T16,SF,94123.0,B04,16,3145,3,3,False,,1,TRUCK,1.0,4.0,2.0,Marina,3.25
RS1,SF,94108.0,B01,13,1315,3,3,False,,1,RESCUE SQUAD,2.0,1.0,3.0,Financial District/South Beach,2.8
E26,SF,94131.0,B06,26,8166,3,3,False,,1,ENGINE,1.0,6.0,8.0,Noe Valley,1.5
E36,SF,94102.0,B02,36,3422,3,3,False,,1,ENGINE,2.0,2.0,5.0,Hayes Valley,4.266667
M36,SF,94102.0,B02,36,3422,3,3,True,,1,MEDIC,1.0,2.0,5.0,Hayes Valley,4.4
E25,SF,94124.0,B10,17,6622,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,2.2666667
M36,SF,94102.0,B03,01,1364,3,3,True,,1,MEDIC,3.0,3.0,6.0,Tenderloin,2.0833333
T01,SF,94103.0,B03,01,2178,3,3,False,,1,TRUCK,1.0,3.0,6.0,Financial District/South Beach,2.95
B04,SF,94109.0,B04,38,3155,3,3,False,,1,CHIEF,2.0,4.0,3.0,Nob Hill,1.7666667
M29,SF,94110.0,B02,07,5423,3,3,True,,1,MEDIC,2.0,2.0,9.0,Mission,1.9166666
M32,SF,94124.0,B10,42,6474,1,1,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,4.866667
M18,SF,94122.0,B08,23,7536,1,1,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,3.6333334
M14,SF,94118.0,B07,31,7131,1,1,True,,1,MEDIC,1.0,7.0,1.0,Inner Richmond,3.55
E08,SF,94107.0,B03,08,2241,3,3,True,,1,ENGINE,1.0,3.0,6.0,South of Market,1.5333333
E42,SF,94110.0,B06,32,5732,3,3,True,,1,ENGINE,2.0,6.0,9.0,Bernal Heights,4.0833335
B06,SF,94131.0,B08,20,5364,3,3,False,,1,CHIEF,3.0,8.0,7.0,Twin Peaks,2.85
94,SF,94102.0,B03,01,1454,1,1,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,2.0
94,SF,94109.0,B04,03,3121,2,2,True,,1,MEDIC,1.0,4.0,6.0,Tenderloin,2.5
M01,SF,94102.0,B02,03,1545,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,1.5666667
94,SF,94123.0,B04,16,3352,2,2,False,,1,MEDIC,1.0,4.0,2.0,Marina,3.8166666
RC4,SF,94124.0,B10,17,6537,3,3,True,,1,RESCUE CAPTAIN,3.0,10.0,10.0,Bayview Hunters Point,4.883333
M28,SF,94133.0,B01,02,1354,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,5.133333
92,SF,94109.0,B04,41,1562,3,3,False,,1,MEDIC,3.0,4.0,3.0,Nob Hill,9.7
T15,SF,94112.0,B09,15,8225,3,3,False,,1,TRUCK,1.0,9.0,7.0,West of Twin Peaks,5.3166666
94,SF,94103.0,B03,01,2214,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,2.9166667
M32,SF,94124.0,B10,17,6621,1,1,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,5.383333
E43,SF,94105.0,B10,44,6544,3,3,True,,1,ENGINE,3.0,3.0,6.0,Financial District/South Beach,3.2166667
M07,SF,94110.0,B06,07,5526,3,3,True,,1,MEDIC,2.0,6.0,9.0,Mission,4.6
M07,SF,94112.0,B09,43,6218,3,3,True,,1,MEDIC,2.0,9.0,11.0,Excelsior,3.4333334
E36,SF,94102.0,B02,05,3263,3,3,False,,1,ENGINE,1.0,2.0,5.0,Western Addition,3.6166666
T11,SF,94110.0,B06,11,5613,3,3,True,,1,TRUCK,2.0,6.0,9.0,Mission,2.7333333
E06,SF,94114.0,B02,06,5251,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,2.75
T09,SF,94124.0,B10,25,6464,3,3,False,,1,TRUCK,2.0,10.0,10.0,Bayview Hunters Point,1.0666667
M28,SF,94111.0,B01,13,1153,3,3,False,,1,MEDIC,2.0,1.0,3.0,Financial District/South Beach,5.2
E18,SF,94116.0,B08,18,7711,3,3,True,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,2.7666667
M36,SF,94103.0,B02,36,5279,3,3,True,,1,MEDIC,2.0,2.0,9.0,Mission,2.95
T03,SF,94109.0,B04,03,1544,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,1.6833333
M01,SF,94105.0,B03,01,2144,1,1,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,2.5166667
T13,SF,94115.0,B04,38,3355,3,3,True,,1,TRUCK,2.0,4.0,2.0,Pacific Heights,2.9
T07,SF,94110.0,B06,07,5434,3,3,False,,1,TRUCK,8.0,6.0,9.0,Mission,4.266667
E01,SF,94102.0,B01,01,1363,3,3,False,,1,ENGINE,1.0,3.0,3.0,Tenderloin,2.7333333
T07,SF,94110.0,B06,07,5455,3,3,False,,1,TRUCK,1.0,6.0,9.0,Mission,2.6
M43,SF,94112.0,B09,32,6114,3,3,False,,1,MEDIC,2.0,9.0,11.0,Excelsior,2.4
E17,SF,94124.0,B10,42,6431,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,1.85
T13,SF,94109.0,B04,38,3364,3,3,False,,1,TRUCK,2.0,4.0,5.0,Japantown,1.2666667
M14,SF,94122.0,B08,18,7455,3,3,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,1.9
E01,SF,94105.0,B01,13,1164,3,3,False,,1,ENGINE,1.0,3.0,6.0,Financial District/South Beach,2.7
T03,SF,94102.0,B02,03,1545,3,3,False,,1,TRUCK,1.0,2.0,6.0,Tenderloin,3.45
E18,SF,94122.0,B08,18,7573,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,4.866667
M43,SF,94110.0,B06,32,5644,3,3,True,,1,MEDIC,3.0,6.0,9.0,Bernal Heights,3.75
M36,SF,94103.0,B02,36,5114,1,1,True,,1,MEDIC,1.0,2.0,6.0,Mission,4.75
M28,SF,94102.0,B03,01,1456,3,3,True,,1,MEDIC,2.0,3.0,6.0,Tenderloin,1.9833333
T08,SF,94103.0,B03,01,2212,3,3,False,,1,TRUCK,10.0,3.0,6.0,South of Market,2.6333334
RS2,SFO,,B09,44,6913,3,3,False,,1,RESCUE SQUAD,9.0,,,,1.8666667
E31,SF,94118.0,B07,31,7141,3,3,False,,1,ENGINE,1.0,7.0,1.0,Inner Richmond,4.6
E02,SF,94133.0,B01,02,1311,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,1.1166667
E07,SF,94103.0,B02,07,5225,3,3,False,,1,ENGINE,1.0,2.0,9.0,Mission,1.35
E02,SF,94102.0,B01,03,1462,3,3,False,,1,ENGINE,1.0,1.0,6.0,Tenderloin,2.8166666
T12,SF,94131.0,B06,24,5266,3,3,False,,1,TRUCK,3.0,6.0,8.0,Twin Peaks,3.2333333
M41,SF,94109.0,B04,41,3151,3,3,True,,1,MEDIC,1.0,4.0,3.0,Russian Hill,2.1
M08,SF,94107.0,B03,08,2242,1,1,True,,1,MEDIC,1.0,3.0,6.0,South of Market,3.2166667
M43,SF,94124.0,B10,17,6515,1,1,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,6.45
E03,SF,94109.0,B02,03,1643,3,3,True,,1,ENGINE,1.0,2.0,6.0,Tenderloin,5.2
E05,SF,94102.0,B02,05,3425,E,E,False,,1,ENGINE,1.0,2.0,5.0,Western Addition,3.6833334
B04,SF,94109.0,B04,03,1642,3,3,False,,1,CHIEF,3.0,4.0,6.0,Tenderloin,2.8333333
M17,SF,94124.0,B10,25,6464,3,3,False,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,1.85
RS1,SF,94118.0,B07,31,7123,3,3,False,,1,RESCUE SQUAD,9.0,7.0,1.0,Inner Richmond,2.15
M28,SF,94102.0,B02,36,3264,1,1,True,,1,MEDIC,1.0,2.0,5.0,Western Addition,4.516667
K917,SF,94102.0,B03,01,1364,2,2,False,,1,PRIVATE,1.0,3.0,3.0,Tenderloin,2.4
M01,SF,94103.0,B03,01,2251,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,3.9
M36,SF,94102.0,B02,36,3266,3,3,True,,1,MEDIC,2.0,2.0,5.0,Hayes Valley,1.3666667
E06,SF,94114.0,B02,06,5213,3,3,False,,1,ENGINE,2.0,2.0,8.0,Castro/Upper Market,2.0833333
RS1,SF,94102.0,B01,01,1452,E,E,False,,1,RESCUE SQUAD,2.0,3.0,6.0,Tenderloin,3.25
E05,SF,94102.0,B02,05,3262,3,3,False,,1,ENGINE,1.0,2.0,5.0,Western Addition,5.65
M41,SF,94102.0,B02,01,1546,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,2.5333333
M38,SF,94123.0,B04,16,3566,3,3,True,,1,MEDIC,2.0,4.0,2.0,Marina,2.4666667
E02,SF,94133.0,B01,02,1332,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,1.9333333
E25,SF,94124.0,B10,17,6572,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,6.266667
RS2,SF,94124.0,B10,17,6573,3,3,False,,1,RESCUE SQUAD,6.0,10.0,10.0,Bayview Hunters Point,2.9166667
B10,HP,94124.0,B10,47,6721,3,3,False,,1,CHIEF,1.0,10.0,10.0,Bayview Hunters Point,2.7
M03,SF,94102.0,B04,03,1544,3,3,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,1.4
E17,SF,94124.0,B10,17,6637,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.4666667
E41,SF,94109.0,B01,41,1626,E,E,False,,1,ENGINE,1.0,1.0,2.0,Russian Hill,3.25
B02,SF,94102.0,B03,03,1461,3,3,False,,1,CHIEF,2.0,3.0,6.0,Tenderloin,2.95
E06,SF,94114.0,B02,06,5234,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,2.2333333
94,SF,94108.0,B01,13,1313,3,3,True,,1,MEDIC,1.0,1.0,3.0,Chinatown,1.5
E14,SF,94121.0,B07,14,7211,3,3,True,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,4.5333333
RC1,SF,94121.0,B07,14,7211,3,3,True,,1,RESCUE CAPTAIN,4.0,7.0,1.0,Outer Richmond,13.816667
E02,SF,94133.0,B01,02,1333,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,3.4333334
E01,SF,94102.0,B03,01,1322,3,3,False,,1,ENGINE,1.0,3.0,3.0,Financial District/South Beach,3.5166667
M36,SF,94102.0,B03,01,1322,3,3,True,,1,MEDIC,2.0,3.0,3.0,Financial District/South Beach,4.483333
E14,SF,94121.0,B07,14,7213,3,3,True,,1,ENGINE,2.0,7.0,1.0,Outer Richmond,3.6
E17,SF,94124.0,B10,25,6632,3,3,True,,1,ENGINE,2.0,10.0,10.0,Bayview Hunters Point,4.766667
M01,SF,94102.0,B03,01,1453,3,3,True,,1,MEDIC,2.0,3.0,6.0,Tenderloin,3.1333334
M08,SF,94107.0,B03,08,2242,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,4.3
T07,SF,94103.0,B02,36,5279,3,3,False,,1,TRUCK,2.0,2.0,9.0,Mission,1.8
E33,SF,94112.0,B09,33,6212,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,2.8
M13,SF,94107.0,B03,08,2175,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,4.4
E18,SF,94116.0,B08,18,7525,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,3.8333333
T18,SF,94116.0,B08,18,7525,3,3,False,,1,TRUCK,3.0,8.0,4.0,Sunset/Parkside,4.35
M32,SF,94112.0,B09,32,5681,3,3,True,,1,MEDIC,2.0,9.0,9.0,Excelsior,3.6333334
RC4,SF,94112.0,B09,15,8267,3,3,True,,1,RESCUE CAPTAIN,3.0,9.0,11.0,Outer Mission,4.85
M18,SF,94127.0,B08,39,8564,E,E,True,,1,MEDIC,2.0,9.0,7.0,West of Twin Peaks,2.05
E15,SF,94112.0,B09,15,8277,3,3,False,,1,ENGINE,1.0,9.0,11.0,Outer Mission,1.4666667
M18,SF,94127.0,B08,39,8563,1,1,True,,1,MEDIC,1.0,9.0,7.0,West of Twin Peaks,4.1833334
E35,SF,94103.0,B03,01,2213,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,1.1166667
E15,SF,94112.0,B09,33,8375,3,3,False,,1,ENGINE,4.0,9.0,11.0,Oceanview/Merced/Ingleside,2.2833333
T08,SF,94103.0,B03,08,2312,3,3,True,,1,TRUCK,3.0,3.0,6.0,South of Market,3.55
E42,SF,94124.0,B10,42,6361,3,3,True,,1,ENGINE,2.0,10.0,10.0,Bayview Hunters Point,3.0
M01,SF,94102.0,B03,01,1453,3,3,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,2.9666667
E15,SF,94132.0,B09,15,8435,3,3,False,,1,ENGINE,1.0,9.0,11.0,Oceanview/Merced/Ingleside,1.35
T11,SF,94131.0,B06,26,8153,3,3,True,,1,TRUCK,3.0,6.0,8.0,Glen Park,7.616667
M13,SF,94103.0,B01,01,1241,2,2,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,0.55
E10,SF,94115.0,B04,10,4336,3,3,False,,1,ENGINE,1.0,4.0,2.0,Presidio Heights,2.0333333
94,SF,94109.0,B02,03,1555,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,0.75
M15,SF,94112.0,B09,15,8463,2,2,False,,1,MEDIC,1.0,9.0,11.0,Oceanview/Merced/Ingleside,6.4166665
T19,SF,94132.0,B09,33,8416,E,E,True,,1,TRUCK,2.0,9.0,11.0,Oceanview/Merced/Ingleside,2.55
M07,SF,94131.0,B06,11,5547,3,3,True,,1,MEDIC,3.0,6.0,8.0,Noe Valley,3.9833333
E28,SF,94133.0,B01,02,1333,3,3,False,,1,ENGINE,8.0,1.0,3.0,Chinatown,2.05
B03,SF,94105.0,B03,35,2141,3,3,False,,1,CHIEF,2.0,3.0,6.0,Financial District/South Beach,1.6666666
E01,SF,94103.0,B03,01,2247,3,3,False,,1,ENGINE,1.0,3.0,6.0,South of Market,2.7166667
M17,SF,94124.0,B10,17,6615,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,4.866667
E40,SF,94127.0,B08,39,8616,3,3,True,,1,ENGINE,1.0,8.0,7.0,West of Twin Peaks,3.2666667
T06,SF,94102.0,B02,36,3311,3,3,False,,1,TRUCK,2.0,2.0,5.0,Hayes Valley,1.05
M01,SF,94102.0,B03,01,1453,3,3,True,,1,MEDIC,2.0,3.0,6.0,Tenderloin,2.7666667
E06,SF,94114.0,B05,06,5416,3,3,False,,1,ENGINE,2.0,5.0,8.0,Castro/Upper Market,2.8
E36,SF,94102.0,B02,05,3411,3,3,False,,1,ENGINE,2.0,2.0,5.0,Western Addition,3.3333333
M15,SF,94112.0,B09,15,8224,3,3,False,,1,MEDIC,2.0,9.0,7.0,West of Twin Peaks,2.5333333
E07,SF,94103.0,B02,07,5236,3,3,False,,1,ENGINE,1.0,2.0,9.0,Mission,2.45
E38,SF,94115.0,B04,38,3543,3,3,False,,1,ENGINE,1.0,4.0,2.0,Pacific Heights,1.4
E43,SF,94134.0,B09,43,6241,3,3,True,,1,ENGINE,3.0,9.0,10.0,Visitacion Valley,5.55
E43,SF,94134.0,B09,43,6243,3,3,False,,1,ENGINE,1.0,9.0,10.0,Visitacion Valley,2.1333334
M38,SF,94115.0,B05,05,3535,3,3,True,,1,MEDIC,2.0,5.0,5.0,Western Addition,2.9666667
RC2,SF,94132.0,B09,33,8412,3,3,True,,1,RESCUE CAPTAIN,3.0,9.0,11.0,Oceanview/Merced/Ingleside,5.0666666
E43,SF,94134.0,B09,43,0624,3,3,True,,1,ENGINE,1.0,9.0,10.0,Visitacion Valley,2.7833333
E41,SF,94109.0,B04,03,1557,3,3,False,,1,ENGINE,6.0,4.0,3.0,Nob Hill,3.5
B01,SF,94102.0,B03,01,1366,3,3,False,,1,CHIEF,2.0,3.0,3.0,Tenderloin,3.1833334
E06,SF,94114.0,B05,06,5416,3,3,False,,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,2.9333334
M13,SF,94103.0,B03,08,2255,1,1,True,,1,MEDIC,1.0,3.0,6.0,South of Market,4.8333335
A208,SF,94102.0,B02,03,1554,3,3,False,,1,PRIVATE,2.0,2.0,6.0,Tenderloin,4.6
E36,SF,94102.0,B02,36,1647,3,3,False,,1,ENGINE,3.0,2.0,6.0,Tenderloin,4.7
T02,SF,94108.0,B01,02,1326,3,3,False,,1,TRUCK,2.0,1.0,3.0,Chinatown,1.5833334
M13,SF,94105.0,B03,35,2124,3,3,True,,1,MEDIC,2.0,3.0,6.0,Financial District/South Beach,3.1166666
T06,SF,94110.0,B02,06,5235,3,3,False,,1,TRUCK,3.0,2.0,8.0,Mission,2.3666666
E17,SF,94124.0,B10,17,6571,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.2
M08,SF,94105.0,B03,35,2137,3,3,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,4.7166667
E31,SF,94118.0,B07,31,7132,3,3,False,,1,ENGINE,2.0,7.0,1.0,Inner Richmond,1.8666667
M36,SF,94117.0,B05,05,3642,3,3,True,,1,MEDIC,2.0,5.0,5.0,Western Addition,1.6166667
M29,SF,94110.0,B02,07,5423,3,3,True,,1,MEDIC,2.0,2.0,9.0,Mission,3.2666667
E11,SF,94110.0,B06,32,5575,3,3,False,,1,ENGINE,1.0,6.0,9.0,Bernal Heights,3.5166667
E12,SF,94117.0,B05,12,5155,3,3,False,,1,ENGINE,2.0,5.0,5.0,Inner Sunset,7.0833335
E32,SF,94110.0,B06,11,5536,3,3,False,,1,ENGINE,1.0,6.0,8.0,Mission,5.5333333
T09,SF,94110.0,B06,11,5536,3,3,True,,1,TRUCK,3.0,6.0,8.0,Mission,5.766667
M13,SF,94102.0,B03,01,1365,2,2,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,5.8333335
E29,SF,94107.0,B02,29,2422,3,3,False,,1,ENGINE,1.0,2.0,10.0,Potrero Hill,2.9666667
93,SF,94110.0,B06,32,5626,3,3,True,,1,MEDIC,1.0,6.0,9.0,Bernal Heights,2.25
T02,SF,94111.0,B01,13,1211,3,3,False,,1,TRUCK,2.0,1.0,3.0,Chinatown,2.8
B03,SF,94105.0,B03,35,2114,3,3,False,,1,CHIEF,1.0,3.0,6.0,Financial District/South Beach,0.5833333
E35,SF,94105.0,B03,35,2114,3,3,False,,1,ENGINE,2.0,3.0,6.0,Financial District/South Beach,1.4333333
M41,SF,94109.0,B01,28,1532,1,1,True,,1,MEDIC,1.0,1.0,2.0,Russian Hill,6.5333333
M28,SF,94108.0,B01,02,1331,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,2.8666666
M36,SF,94102.0,B03,01,1456,3,3,True,,1,MEDIC,2.0,3.0,6.0,Tenderloin,4.2833333
RC2,SF,94112.0,B09,32,5681,3,3,True,,1,RESCUE CAPTAIN,4.0,9.0,11.0,Excelsior,3.6666667
E02,SF,94133.0,B01,13,1231,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,1.4833333
T01,SF,94103.0,B03,01,2248,3,3,False,,1,TRUCK,1.0,3.0,6.0,South of Market,3.8833334
M05,SF,94103.0,B03,08,0231,2,2,True,,1,MEDIC,2.0,3.0,6.0,South of Market,15.883333
M03,SF,94103.0,B03,01,2248,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,7.65
T16,SF,94109.0,B01,28,3134,3,3,False,,1,TRUCK,2.0,1.0,2.0,Russian Hill,1.5333333
E35,SF,94105.0,B03,35,2137,3,3,False,,1,ENGINE,1.0,3.0,6.0,Financial District/South Beach,2.6333334
T11,SF,94110.0,B06,32,5625,3,3,True,,1,TRUCK,1.0,6.0,9.0,Bernal Heights,1.5333333
M03,SF,94110.0,B02,07,5422,3,3,True,,1,MEDIC,2.0,6.0,8.0,Mission,2.1666667
M05,SF,94117.0,B05,21,4252,3,3,True,,1,MEDIC,2.0,5.0,5.0,Lone Mountain/USF,2.0833333
RC4,SF,94112.0,B09,33,6212,3,3,True,,1,RESCUE CAPTAIN,4.0,9.0,11.0,Excelsior,3.0833333
M38,SF,94118.0,B07,31,7127,3,3,True,,1,MEDIC,2.0,7.0,1.0,Inner Richmond,4.3333335
M18,SF,94122.0,B08,40,7373,3,3,True,,1,MEDIC,2.0,8.0,7.0,Inner Sunset,3.8833334
M32,SF,94124.0,B10,42,6454,3,3,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,2.9833333
E36,SF,94102.0,B02,36,3211,3,3,False,,1,ENGINE,1.0,2.0,5.0,Hayes Valley,1.4166666
T01,SF,94105.0,B03,13,2818,3,3,False,,1,TRUCK,2.0,3.0,6.0,Financial District/South Beach,2.0166667
HZ1,SF,94122.0,B08,23,7722,3,3,False,,1,SUPPORT,3.0,7.0,4.0,Sunset/Parkside,79.98333
M15,SF,94116.0,B08,40,7461,3,3,False,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,2.75
92,SF,94134.0,B10,44,6271,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,3.1833334
E19,SF,94116.0,B08,40,7355,3,3,True,,1,ENGINE,3.0,8.0,7.0,West of Twin Peaks,1.7666667
94,SF,94110.0,B02,07,5423,3,3,True,,1,MEDIC,2.0,2.0,9.0,Mission,1.7833333
T06,SF,94114.0,B06,24,5516,3,3,False,,1,TRUCK,8.0,6.0,8.0,Noe Valley,1.9666667
M07,SF,94102.0,B02,03,3163,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,3.2833333
E15,SF,94112.0,B09,43,6155,3,3,True,,1,ENGINE,1.0,9.0,11.0,Excelsior,2.0333333
E21,SF,94117.0,B05,21,4514,3,3,False,,1,ENGINE,1.0,5.0,5.0,Lone Mountain/USF,1.0
B09,SF,94112.0,B09,15,8473,3,3,False,,1,CHIEF,9.0,9.0,11.0,Oceanview/Merced/Ingleside,0.98333335
E19,SF,94112.0,B09,15,8473,3,3,True,,1,ENGINE,8.0,9.0,11.0,Oceanview/Merced/Ingleside,1.9
E36,SF,94117.0,B05,21,3632,3,3,False,,1,ENGINE,5.0,5.0,5.0,Hayes Valley,1.55
E08,SF,94107.0,B03,08,2173,3,3,False,,1,ENGINE,2.0,3.0,6.0,Financial District/South Beach,4.4666667
M03,SF,94109.0,B04,03,3116,1,1,True,,1,MEDIC,1.0,4.0,6.0,Tenderloin,6.866667
E36,SF,94103.0,B02,01,2318,3,3,False,,1,ENGINE,1.0,2.0,6.0,South of Market,2.2833333
B05,SF,94117.0,B05,21,4515,3,3,False,,1,CHIEF,1.0,5.0,5.0,Lone Mountain/USF,4.366667
M13,SF,94109.0,B04,03,1544,1,1,True,,1,MEDIC,1.0,4.0,6.0,Tenderloin,3.5333333
T06,SF,94102.0,B02,36,3416,3,3,False,,1,TRUCK,1.0,2.0,5.0,Hayes Valley,3.5333333
T02,SF,94104.0,B01,13,1234,3,3,False,,1,TRUCK,1.0,1.0,3.0,Financial District/South Beach,2.1666667
E05,SF,94115.0,B02,05,3426,3,3,False,,1,ENGINE,1.0,2.0,5.0,Western Addition,3.4833333
M36,SF,94102.0,B03,01,1454,1,1,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,5.75
E38,SF,94109.0,B04,38,3324,3,3,False,,1,ENGINE,1.0,4.0,5.0,Japantown,4.7833333
B08,SF,94117.0,B05,12,4532,3,3,False,,3,CHIEF,14.0,5.0,5.0,Haight Ashbury,21.75
E39,SF,94117.0,B05,12,4532,3,3,False,,3,ENGINE,33.0,5.0,5.0,Haight Ashbury,25.6
M36,SF,94122.0,B05,12,4552,3,3,True,,1,MEDIC,2.0,5.0,5.0,Golden Gate Park,3.2
RC4,SF,94132.0,B09,15,8434,3,3,True,,1,RESCUE CAPTAIN,4.0,9.0,7.0,West of Twin Peaks,3.4166667
T15,SF,94132.0,B09,15,8434,3,3,False,,1,TRUCK,1.0,9.0,7.0,West of Twin Peaks,4.366667
E38,SF,94109.0,B01,41,1542,3,3,False,,1,ENGINE,3.0,1.0,3.0,Nob Hill,2.8166666
T05,SF,94102.0,B05,05,3521,3,3,False,,1,TRUCK,1.0,2.0,5.0,Hayes Valley,2.95
K917,SF,94118.0,B07,31,7124,3,3,False,,1,PRIVATE,2.0,7.0,1.0,Inner Richmond,5.516667
E42,SF,94134.0,B09,42,6147,3,3,True,,1,ENGINE,1.0,9.0,9.0,Portola,3.4833333
RS1,SF,94107.0,B03,01,2215,3,3,False,,1,RESCUE SQUAD,1.0,3.0,6.0,South of Market,4.383333
T02,SF,94104.0,B01,13,1234,3,3,False,,1,TRUCK,3.0,1.0,3.0,Financial District/South Beach,1.05
RC2,SF,94132.0,B08,19,7413,3,3,True,,1,RESCUE CAPTAIN,3.0,8.0,7.0,West of Twin Peaks,2.9
E02,SF,94133.0,B01,02,1333,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,3.75
B10,SF,94134.0,B10,42,6356,3,3,False,,1,CHIEF,3.0,9.0,9.0,Portola,1.2
E38,SF,94115.0,B04,38,3543,3,3,True,,1,ENGINE,1.0,4.0,2.0,Pacific Heights,3.9666667
E25,SF,94124.0,B10,25,6467,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,2.5166667
E44,SF,94134.0,B10,44,6267,3,3,False,,1,ENGINE,1.0,9.0,10.0,Visitacion Valley,1.1166667
M32,SF,94124.0,B10,25,6556,2,2,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,5.2
E18,SF,94122.0,B08,23,7652,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,4.1
T05,SF,94102.0,B02,36,3315,3,3,False,,1,TRUCK,1.0,2.0,5.0,Hayes Valley,2.0666666
M13,HP,94124.0,B10,47,6721,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,4.3
E01,SF,94108.0,B01,01,1316,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,1.7833333
M01,SF,94102.0,B02,01,1546,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,3.3666666
E36,SF,94103.0,B02,36,3212,3,3,False,,1,ENGINE,2.0,2.0,6.0,Mission,3.1666667
B09,SF,94112.0,B09,43,6141,3,3,False,,1,CHIEF,3.0,9.0,11.0,Excelsior,1.4
MA1,SF,94112.0,B09,43,6141,3,3,False,,1,SUPPORT,13.0,9.0,11.0,Excelsior,34.25
E33,SF,94112.0,B09,43,6134,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,1.9333333
B01,SF,94102.0,B01,01,1363,3,3,False,,1,CHIEF,1.0,1.0,3.0,Tenderloin,2.3166666
T18,SF,94116.0,B08,18,7621,3,3,False,,1,TRUCK,1.0,8.0,4.0,Sunset/Parkside,2.85
RC1,SF,94103.0,B03,01,2245,3,3,True,,1,RESCUE CAPTAIN,5.0,3.0,6.0,South of Market,7.8333335
E05,SF,94102.0,B02,05,3522,3,3,False,,1,ENGINE,2.0,2.0,5.0,Hayes Valley,1.3166667
