UnitID,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Delay
M18,SF,94116.0,B08,40,7417,2,2,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,2.8666666
E21,SF,94117.0,B05,21,4346,3,3,False,,1,ENGINE,1.0,5.0,5.0,Lone Mountain/USF,5.3333335
E07,SF,94110.0,B02,07,5423,3,3,False,,1,ENGINE,1.0,6.0,9.0,Mission,1.6
E43,SF,94110.0,B06,32,5651,3,3,False,,1,ENGINE,2.0,6.0,9.0,Bernal Heights,5.4333334
E35,SF,94105.0,B03,01,2178,3,3,False,,1,ENGINE,3.0,3.0,6.0,Financial District/South Beach,6.766667
M07,SF,94110.0,B02,29,5217,3,3,True,,1,MEDIC,1.0,2.0,9.0,Mission,1.6166667
E08,SF,94107.0,B03,08,2173,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,0.21666667
B05,SF,94131.0,B05,12,5155,3,3,False,,1,CHIEF,2.0,5.0,7.0,Inner Sunset,2.1833334
E13,SF,94111.0,B01,13,1213,3,3,False,,1,ENGINE,10.0,1.0,3.0,Financial District/South Beach,3.3666666
T03,SF,94111.0,B01,13,1213,3,3,False,,1,TRUCK,11.0,1.0,3.0,Financial District/South Beach,3.3666666
RS2,SF,94110.0,B02,07,5247,3,3,False,,1,RESCUE SQUAD,1.0,2.0,8.0,Mission,2.25
E01,SF,94102.0,B03,01,1453,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,2.95
M12,SF,94114.0,B05,06,5233,2,2,True,,1,MEDIC,1.0,5.0,8.0,Castro/Upper Market,3.0333333
M08,SF,94107.0,B03,08,2134,3,3,True,,1,MEDIC,2.0,3.0,6.0,Financial District/South Beach,5.35
T07,SF,94110.0,B02,07,5423,3,3,False,,1,TRUCK,2.0,2.0,9.0,Mission,1.8666667
M41,SF,94109.0,B04,41,1562,3,3,True,,1,MEDIC,2.0,4.0,3.0,Nob Hill,2.9833333
M10,SF,94117.0,B05,12,4545,3,3,True,,1,MEDIC,3.0,5.0,5.0,Haight Ashbury,2.4333334
M17,SF,94124.0,B10,44,6544,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,3.65
E33,SF,94112.0,B09,33,8415,3,3,False,,1,ENGINE,1.0,9.0,11.0,Oceanview/Merced/Ingleside,2.4
B07,SF,94121.0,B07,14,7213,3,3,False,,1,CHIEF,3.0,7.0,1.0,Outer Richmond,1.8666667
M10,SF,94118.0,B07,21,4557,3,3,True,,1,MEDIC,2.0,5.0,1.0,Lone Mountain/USF,3.6
E15,SF,94110.0,B10,32,5746,3,3,True,,1,ENGINE,2.0,10.0,9.0,Bernal Heights,6.2166667
T09,SF,94110.0,B10,37,2551,3,3,True,,1,TRUCK,3.0,10.0,10.0,Potrero Hill,1.0
M05,SF,94110.0,B06,07,5456,3,3,True,,1,MEDIC,3.0,6.0,8.0,Mission,1.5666667
E23,SF,94122.0,B08,23,7632,3,3,False,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,3.7
M08,SF,94107.0,B03,08,2174,2,2,True,,1,MEDIC,2.0,3.0,6.0,South of Market,0.43333334
M10,SF,94121.0,B07,31,7161,2,2,True,,1,MEDIC,1.0,7.0,1.0,Outer Richmond,1.75
B01,SF,94133.0,B01,28,0937,3,3,False,,1,CHIEF,2.0,1.0,3.0,North Beach,1.6666666
FB1,SF,94133.0,B01,28,0937,3,3,False,,1,SUPPORT,5.0,1.0,3.0,North Beach,1.6666666
M10,SF,94123.0,B04,16,4115,2,2,True,,1,MEDIC,1.0,4.0,2.0,Marina,4.9
E02,SF,94111.0,B01,13,1133,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,1.8833333
B07,SF,94121.0,B07,14,7214,3,3,False,,1,CHIEF,2.0,7.0,1.0,Outer Richmond,2.9166667
E03,SF,94109.0,B04,03,3223,3,3,False,,1,ENGINE,1.0,4.0,2.0,Western Addition,2.0166667
M10,SF,94115.0,B05,05,4152,3,3,True,,1,MEDIC,2.0,5.0,5.0,Western Addition,3.45
91,SF,94109.0,B01,41,1464,3,3,True,,1,MEDIC,2.0,1.0,3.0,Nob Hill,0.85
E10,SF,94118.0,B04,10,4336,3,3,False,,1,ENGINE,1.0,4.0,2.0,Presidio Heights,2.0
E01,SF,94103.0,B03,01,2251,3,3,False,,1,ENGINE,1.0,3.0,6.0,South of Market,2.2166667
E15,SF,94112.0,B09,32,8263,3,3,True,,1,ENGINE,1.0,9.0,11.0,Outer Mission,4.133333
E16,SF,94123.0,B04,16,3566,3,3,True,,1,ENGINE,1.0,4.0,2.0,Marina,3.5833333
T01,SF,94103.0,B03,01,2213,3,3,False,,1,TRUCK,1.0,3.0,6.0,South of Market,1.5
E37,SF,94107.0,B10,37,2511,3,3,False,,1,ENGINE,1.0,10.0,10.0,Potrero Hill,2.2333333
T17,SF,94124.0,B10,42,6452,3,3,True,,1,TRUCK,2.0,10.0,10.0,Bayview Hunters Point,1.1666666
E37,SF,94124.0,B10,17,6516,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,0.8666667
T11,SF,94110.0,B06,32,5631,3,3,True,,1,TRUCK,2.0,6.0,8.0,Bernal Heights,1.7833333
M32,SF,94134.0,B09,42,6354,3,3,True,,1,MEDIC,2.0,9.0,9.0,Portola,2.0666666
T14,SF,94121.0,B07,34,7272,3,3,False,,1,TRUCK,2.0,7.0,1.0,Outer Richmond,0.93333334
M10,SF,94121.0,B07,14,7237,1,1,True,,1,MEDIC,1.0,7.0,1.0,Outer Richmond,2.8
T15,SF,94112.0,B09,15,8472,3,3,True,,1,TRUCK,2.0,9.0,7.0,West of Twin Peaks,0.98333335
T15,SF,94112.0,B09,43,6176,3,3,True,,1,TRUCK,2.0,9.0,11.0,Excelsior,1.4166666
M07,SF,94107.0,B10,37,2615,E,E,True,,1,MEDIC,2.0,10.0,10.0,Potrero Hill,2.5
M10,SF,94115.0,B05,10,4154,3,3,True,,1,MEDIC,1.0,5.0,5.0,Japantown,2.4
AR1,SF,94115.0,B04,38,4124,3,3,False,,2,INVESTIGATION,14.0,4.0,2.0,Pacific Heights,6.766667
T10,SF,94115.0,B04,38,4124,3,3,False,,2,TRUCK,1.0,4.0,2.0,Pacific Heights,2.8333333
E01,SF,94107.0,B03,01,2176,3,3,False,,1,ENGINE,1.0,3.0,6.0,South of Market,0.5833333
M17,SF,94112.0,B09,33,6216,2,2,True,,1,MEDIC,1.0,9.0,11.0,Excelsior,3.45
E21,SF,94117.0,B05,21,4135,3,3,False,,1,ENGINE,1.0,5.0,5.0,Western Addition,2.1666667
E01,SF,94102.0,B03,01,1453,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,1.8833333
T06,SF,94103.0,B02,06,5235,3,3,False,,1,TRUCK,2.0,2.0,8.0,Mission,2.5666666
E44,SF,94134.0,B10,44,6317,3,3,False,,1,ENGINE,1.0,10.0,10.0,Visitacion Valley,3.5
T01,SF,94105.0,B03,01,2177,3,3,False,,1,TRUCK,2.0,3.0,6.0,Financial District/South Beach,5.133333
M03,SF,94102.0,B02,01,1546,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,4.383333
E16,SF,94123.0,B04,16,3461,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,1.9166666
E15,SF,94131.0,B09,26,8179,3,3,True,,1,ENGINE,1.0,6.0,8.0,Glen Park,3.3833334
E15,SF,94112.0,B09,15,8235,3,3,True,,1,ENGINE,1.0,9.0,7.0,West of Twin Peaks,4.35
E01,SF,94105.0,B03,01,2146,3,3,False,,1,ENGINE,1.0,3.0,6.0,Financial District/South Beach,1.1666666
M18,SF,94122.0,B08,23,7723,3,3,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,4.0
A204,SF,94109.0,B04,03,3156,1,1,False,,1,PRIVATE,1.0,4.0,2.0,Western Addition,10.516666
E07,SF,94114.0,B02,06,5421,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,2.35
M29,SF,94110.0,B10,07,2553,2,2,True,,1,MEDIC,1.0,10.0,10.0,Potrero Hill,4.6666665
T09,SF,94107.0,B10,25,2533,3,3,True,,1,TRUCK,3.0,10.0,10.0,Potrero Hill,1.6166667
E21,SF,94117.0,B05,21,4543,3,3,False,,1,ENGINE,1.0,5.0,5.0,Lone Mountain/USF,2.5166667
RS2,SF,94110.0,B06,07,5446,3,3,False,,1,RESCUE SQUAD,2.0,6.0,9.0,Mission,2.6666667
E07,SF,94110.0,B02,07,5245,3,3,False,,1,ENGINE,1.0,2.0,9.0,Mission,1.6666666
M36,SF,94102.0,B02,36,3314,3,3,True,,1,MEDIC,1.0,2.0,5.0,Hayes Valley,4.0333333
M07,SF,94114.0,B05,06,5415,1,1,True,,1,MEDIC,1.0,5.0,8.0,Castro/Upper Market,2.3666666
E34,SF,94121.0,B07,34,7274,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,1.7
M18,SF,94116.0,B08,40,7441,3,3,True,,1,MEDIC,7.0,8.0,4.0,Sunset/Parkside,3.7333333
E08,SF,94107.0,B03,08,2175,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,3.0166667
T01,SF,94102.0,B01,01,1323,3,3,False,,1,TRUCK,2.0,1.0,3.0,Financial District/South Beach,2.9333334
T15,SF,94112.0,B09,33,8325,3,3,True,,1,TRUCK,2.0,9.0,11.0,Oceanview/Merced/Ingleside,1.3166667
M10,SF,94118.0,B07,31,7135,3,3,True,,1,MEDIC,3.0,7.0,1.0,Inner Richmond,3.0833333
K996,SF,94102.0,B01,01,1363,2,2,False,,1,PRIVATE,1.0,3.0,3.0,Financial District/South Beach,6.866667
E23,SF,94122.0,B08,23,7717,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,2.55
T03,SF,94102.0,B03,03,1461,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,3.1833334
E01,SF,94102.0,B03,01,1456,3,3,False,,1,ENGINE,3.0,3.0,6.0,Tenderloin,2.4166667
M08,SF,94107.0,B03,08,2224,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,1.45
M07,SF,94110.0,B06,11,5525,E,E,True,,1,MEDIC,4.0,6.0,9.0,Mission,3.3333333
E42,SF,94134.0,B09,42,6321,3,3,True,,1,ENGINE,1.0,9.0,9.0,Portola,2.95
E44,SF,94134.0,B09,44,6251,3,3,True,,1,ENGINE,1.0,9.0,10.0,Visitacion Valley,1.5166667
T10,SF,94115.0,B04,10,4131,3,3,False,,1,TRUCK,2.0,5.0,5.0,Japantown,1.7333333
E16,SF,94123.0,B04,16,3554,3,3,False,,1,ENGINE,2.0,4.0,2.0,Marina,1.6
E20,SF,94131.0,B08,20,8637,3,3,False,,1,ENGINE,1.0,8.0,7.0,Twin Peaks,3.3666666
M28,SF,94133.0,B01,28,1336,2,2,True,,1,MEDIC,1.0,1.0,3.0,North Beach,6.3333335
M13,SF,94107.0,B03,08,2223,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,3.8333333
M41,SF,94109.0,B04,03,3156,3,3,True,,1,MEDIC,1.0,4.0,2.0,Western Addition,3.4333334
E25,SF,94107.0,B10,25,2612,3,3,False,,1,ENGINE,1.0,10.0,10.0,Potrero Hill,2.1166666
E01,SF,94103.0,B03,01,2245,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,1.6833333
M10,SF,94115.0,B04,10,4264,3,3,True,,1,MEDIC,1.0,4.0,2.0,Pacific Heights,3.9166667
E18,SF,94116.0,B08,18,7575,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,3.0333333
T03,SF,94102.0,B03,01,1456,3,3,False,,1,TRUCK,3.0,2.0,6.0,Tenderloin,1.75
E43,SF,94112.0,B09,43,6231,3,3,True,,1,ENGINE,1.0,9.0,11.0,Excelsior,2.05
M36,SF,94117.0,B05,21,3632,3,3,True,,1,MEDIC,3.0,5.0,5.0,Hayes Valley,2.9333334
E23,SF,94116.0,B08,23,7727,3,3,False,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,3.3333333
E13,SF,94133.0,B01,28,0947,3,3,False,,1,ENGINE,10.0,1.0,3.0,North Beach,2.95
E05,SF,94102.0,B02,36,3216,3,3,False,,1,ENGINE,6.0,2.0,5.0,Western Addition,2.6333334
E29,SF,94103.0,B03,29,2331,3,3,True,,1,ENGINE,1.0,3.0,6.0,South of Market,4.516667
M08,SF,94103.0,B03,29,2331,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,3.8166666
M28,SF,94109.0,B04,41,3126,3,3,True,,1,MEDIC,2.0,4.0,3.0,Russian Hill,3.0666666
B04,SF,94109.0,B02,05,3366,3,3,False,,1,CHIEF,5.0,2.0,5.0,Western Addition,1.8833333
M17,SF,94124.0,B10,25,6455,3,3,True,,1,MEDIC,4.0,10.0,10.0,Bayview Hunters Point,15.0
E28,SF,94133.0,B01,28,0945,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,1.3
E38,SF,94123.0,B04,38,3355,3,3,False,,1,ENGINE,1.0,4.0,2.0,Pacific Heights,2.25
M13,SF,94111.0,B01,13,1116,1,1,True,,1,MEDIC,1.0,1.0,3.0,Financial District/South Beach,2.55
B02,SF,94102.0,B03,01,1454,3,3,False,,1,CHIEF,2.0,3.0,6.0,Tenderloin,0.51666665
T01,SF,94102.0,B03,01,1454,3,3,False,,1,TRUCK,3.0,3.0,6.0,Tenderloin,1.5
E13,SF,94111.0,B01,28,1255,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,2.8
93,SF,94108.0,B01,01,1324,E,E,False,,1,MEDIC,2.0,1.0,3.0,Financial District/South Beach,2.6
E23,SF,94116.0,B08,23,7726,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,3.6333334
E03,SF,94109.0,B04,03,1636,3,3,False,,1,ENGINE,2.0,4.0,3.0,Nob Hill,7.0666666
M32,SF,94110.0,B10,42,6373,3,3,True,,1,MEDIC,2.0,10.0,9.0,Bernal Heights,3.45
E01,SF,94102.0,B01,01,1452,3,3,False,,1,ENGINE,3.0,3.0,6.0,Tenderloin,4.05
E31,SF,94118.0,B07,31,7154,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,1.75
M29,SF,94103.0,B03,29,2324,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,3.15
M28,SF,94108.0,B01,02,1443,3,3,True,,1,MEDIC,2.0,1.0,3.0,Nob Hill,1.2
M15,SF,94132.0,B09,33,8415,3,3,True,,1,MEDIC,1.0,9.0,11.0,Oceanview/Merced/Ingleside,5.2166667
E03,SF,94109.0,B04,03,1557,3,3,True,,1,ENGINE,1.0,4.0,3.0,Nob Hill,4.05
RS2,SF,94114.0,B06,11,5547,3,3,False,,1,RESCUE SQUAD,10.0,6.0,8.0,Noe Valley,1.3833333
B08,SF,94122.0,B08,18,7563,3,3,False,,1,CHIEF,3.0,8.0,4.0,Sunset/Parkside,1.6166667
E42,SF,94124.0,B10,42,6451,3,3,True,,1,ENGINE,1.0,10.0,10.0,Portola,1.15
M38,SF,94109.0,B04,38,3364,3,3,True,,1,MEDIC,1.0,4.0,5.0,Japantown,1.3666667
RC1,SF,94108.0,B01,41,1444,3,3,False,,1,RESCUE CAPTAIN,13.0,1.0,3.0,Nob Hill,6.4
E44,SF,94134.0,B09,44,6257,3,3,True,,1,ENGINE,1.0,9.0,10.0,Visitacion Valley,1.5333333
E03,SF,94109.0,B04,03,1544,3,3,True,,1,ENGINE,1.0,2.0,6.0,Tenderloin,2.0
RS1,SF,94133.0,B01,28,1252,3,3,False,,1,RESCUE SQUAD,8.0,1.0,3.0,North Beach,3.1166666
T02,SF,94133.0,B01,28,1252,3,3,False,,1,TRUCK,4.0,1.0,3.0,North Beach,1.7666667
T03,SF,94104.0,B01,13,1244,3,3,False,,1,TRUCK,2.0,1.0,3.0,Chinatown,2.4833333
E13,SF,94109.0,B01,28,1614,3,3,False,,1,ENGINE,1.0,1.0,2.0,Russian Hill,0.8
E03,SF,94102.0,B01,03,1462,3,3,True,,1,ENGINE,2.0,1.0,6.0,Tenderloin,2.2166667
E23,SF,94122.0,B08,23,7627,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,2.7666667
M14,SF,94118.0,B07,31,7153,3,3,True,,1,MEDIC,3.0,7.0,1.0,Outer Richmond,3.1
E10,SF,94118.0,B07,10,7114,3,3,False,,1,ENGINE,1.0,7.0,2.0,Presidio Heights,3.2166667
RS1,SF,94103.0,B03,01,2314,3,3,False,,1,RESCUE SQUAD,1.0,3.0,6.0,South of Market,2.0
E19,SF,94127.0,B09,19,8451,3,3,False,,1,ENGINE,1.0,9.0,7.0,West of Twin Peaks,3.25
M14,SF,94121.0,B07,34,7263,3,3,True,,1,MEDIC,2.0,7.0,1.0,Outer Richmond,7.45
M29,SF,94103.0,B03,01,2213,3,3,True,,1,MEDIC,3.0,3.0,6.0,South of Market,1.6
M08,SF,94105.0,B03,35,2117,3,3,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,1.8
E44,SF,94134.0,B10,44,6315,3,3,True,,1,ENGINE,1.0,10.0,10.0,Visitacion Valley,1.5666667
E13,SF,94133.0,B01,28,1341,3,3,False,,1,ENGINE,1.0,1.0,3.0,North Beach,2.3833334
M28,SF,94133.0,B01,28,1341,3,3,True,,1,MEDIC,2.0,1.0,3.0,North Beach,1.8
M01,SF,94110.0,B06,07,5472,2,2,True,,1,MEDIC,1.0,6.0,9.0,Mission,4.5
B02,SF,94102.0,B02,05,3262,3,3,False,,1,CHIEF,2.0,2.0,5.0,Western Addition,0.78333336
E17,SF,94124.0,B10,17,6571,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,1.3
E09,SF,94107.0,B10,37,2566,3,3,False,,1,ENGINE,1.0,10.0,10.0,Potrero Hill,2.3
M08,SF,94107.0,B03,08,2154,3,3,False,,1,MEDIC,2.0,3.0,6.0,Mission Bay,5.25
M13,SF,94107.0,B03,08,2154,3,3,True,,1,MEDIC,3.0,3.0,6.0,Mission Bay,2.4666667
M10,SF,94133.0,B01,13,1246,2,2,True,,1,MEDIC,1.0,1.0,3.0,Chinatown,11.0
E36,SF,94103.0,B02,36,2336,3,3,False,,1,ENGINE,1.0,2.0,6.0,South of Market,2.2166667
B04,SF,94108.0,B01,02,1331,3,3,False,,1,CHIEF,7.0,1.0,3.0,Chinatown,1.6666666
T11,SF,94131.0,B06,11,5552,3,3,True,,1,TRUCK,2.0,6.0,8.0,Noe Valley,2.0333333
E01,SF,94108.0,B01,01,1324,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,2.3
T02,SF,94111.0,B01,13,1161,3,3,False,,1,TRUCK,3.0,1.0,3.0,Chinatown,2.15
T01,SF,94109.0,B04,03,1556,3,3,False,,1,TRUCK,11.0,4.0,6.0,Tenderloin,1.7833333
M05,SF,94102.0,B03,01,2248,3,3,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,2.9
D2,SF,94102.0,B02,36,3264,3,3,False,,1,CHIEF,3.0,2.0,5.0,Hayes Valley,1.9833333
E38,SF,94115.0,B04,38,3546,3,3,False,,1,ENGINE,3.0,4.0,2.0,Pacific Heights,2.0333333
RS1,SF,94115.0,B04,38,3546,3,3,False,,1,RESCUE SQUAD,10.0,4.0,2.0,Pacific Heights,2.1166666
B03,SF,94103.0,B03,01,2252,3,3,False,,1,CHIEF,3.0,3.0,6.0,South of Market,4.45
E02,SF,94133.0,B01,02,1333,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,2.6666667
T08,SF,94105.0,B03,01,2177,3,3,False,,1,TRUCK,1.0,3.0,6.0,Financial District/South Beach,4.133333
E16,SF,94123.0,B04,16,4223,3,3,True,,1,ENGINE,1.0,4.0,2.0,Marina,5.4666667
E02,SF,94133.0,B01,02,1352,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,4.633333
E06,SF,94114.0,B02,06,5213,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,3.7833333
E15,SF,94112.0,B09,33,8371,3,3,False,,1,ENGINE,2.0,9.0,11.0,Oceanview/Merced/Ingleside,3.3833334
M08,SF,94107.0,B03,08,2236,3,3,True,,1,MEDIC,1.0,3.0,6.0,Mission Bay,1.3166667
M36,SF,94103.0,B02,36,5124,3,3,False,,1,MEDIC,1.0,2.0,9.0,Mission,2.8833334
B03,SF,94108.0,B01,13,1315,3,3,False,,1,CHIEF,3.0,1.0,3.0,Financial District/South Beach,1.85
E26,SF,94131.0,B06,26,8163,3,3,False,,1,ENGINE,1.0,6.0,8.0,Noe Valley,2.9166667
M12,SF,94121.0,B07,14,7237,3,3,True,,1,MEDIC,3.0,7.0,1.0,Outer Richmond,2.9
RS1,SF,94108.0,B01,01,1323,3,3,False,,1,RESCUE SQUAD,2.0,1.0,3.0,Financial District/South Beach,2.95
E41,SF,94109.0,B01,41,1633,3,3,False,,1,ENGINE,1.0,1.0,3.0,Russian Hill,2.85
M18,SF,94116.0,B08,18,7523,3,3,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,4.266667
E10,SF,94115.0,B04,38,4123,3,3,False,,1,ENGINE,1.0,4.0,2.0,Pacific Heights,1.7
E36,SF,94102.0,B02,36,3111,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,3.2833333
B01,SF,94108.0,B01,01,1324,3,3,False,,1,CHIEF,3.0,1.0,3.0,Financial District/South Beach,2.2166667
M36,SF,94103.0,B03,01,2248,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,2.0833333
E07,SF,94110.0,B02,07,5245,3,3,False,,1,ENGINE,1.0,2.0,9.0,Mission,1.6166667
M01,SF,94103.0,B03,01,2314,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,1.6333333
B10,SF,94107.0,B03,37,2462,3,3,False,,1,CHIEF,5.0,3.0,10.0,Potrero Hill,4.116667
T15,SF,94112.0,B09,33,8357,3,3,True,,1,TRUCK,2.0,9.0,11.0,Outer Mission,2.3333333
E40,SF,94116.0,B08,40,7376,3,3,True,,1,ENGINE,1.0,8.0,7.0,West of Twin Peaks,2.6166666
E41,SF,94109.0,B04,41,1562,3,3,False,,1,ENGINE,1.0,4.0,3.0,Nob Hill,5.0833335
M17,SF,94124.0,B10,25,6467,3,3,True,,1,MEDIC,3.0,10.0,10.0,Bayview Hunters Point,4.0
M07,SF,94110.0,B06,32,5625,3,3,True,,1,MEDIC,2.0,6.0,9.0,Bernal Heights,2.85
T08,SF,94103.0,B03,08,2255,3,3,False,,1,TRUCK,2.0,3.0,6.0,South of Market,3.3833334
M01,SF,94133.0,B01,02,1333,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,3.5833333
M10,SF,94118.0,B07,10,4563,3,3,False,,1,MEDIC,2.0,7.0,1.0,Lone Mountain/USF,5.4
E01,SF,94102.0,B03,01,1456,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,2.5833333
M29,SF,94110.0,B10,07,2553,2,2,True,,1,MEDIC,1.0,10.0,10.0,Potrero Hill,1.9
E22,SF,94122.0,B08,22,7347,3,3,False,,1,ENGINE,1.0,8.0,7.0,Inner Sunset,3.8833334
RC2,SF,94122.0,B08,40,7422,E,E,False,,1,RESCUE CAPTAIN,3.0,8.0,7.0,Inner Sunset,0.36666667
M05,SF,94115.0,B05,21,4255,3,3,True,,1,MEDIC,3.0,5.0,2.0,Lone Mountain/USF,1.3833333
M01,SF,94103.0,B03,01,2251,2,2,True,,1,MEDIC,1.0,3.0,6.0,South of Market,4.3333335
94,SF,94102.0,B01,03,1462,1,1,True,,1,MEDIC,1.0,1.0,6.0,Tenderloin,5.366667
M15,SF,94132.0,B08,19,8854,3,3,True,,1,MEDIC,2.0,8.0,7.0,Lakeshore,3.8833334
T15,SF,94127.0,B09,15,0853,3,3,True,,1,TRUCK,3.0,9.0,7.0,West of Twin Peaks,1.3
T03,SF,94133.0,B01,28,1264,3,3,False,,1,TRUCK,10.0,1.0,3.0,North Beach,3.3
M12,SF,94117.0,B05,06,3633,3,3,True,,1,MEDIC,3.0,5.0,5.0,Haight Ashbury,2.6333334
E02,SF,94108.0,B01,13,1313,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,3.85
E06,SF,94103.0,B02,06,5234,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,3.3166666
M36,SF,94114.0,B02,06,5251,2,2,True,,1,MEDIC,1.0,2.0,8.0,Castro/Upper Market,5.1666665
B09,SF,94112.0,B09,15,8311,3,3,False,,1,CHIEF,3.0,9.0,11.0,Outer Mission,3.25
E15,SF,94112.0,B09,15,8311,3,3,True,,1,ENGINE,1.0,9.0,11.0,Outer Mission,2.3166666
RC4,SF,94112.0,B09,15,8311,3,3,True,,1,RESCUE CAPTAIN,5.0,9.0,11.0,Outer Mission,2.9333334
RS2,SF,94112.0,B09,15,8311,3,3,False,,1,RESCUE SQUAD,6.0,9.0,11.0,Outer Mission,2.3
M05,SF,94117.0,B05,05,3521,3,3,True,,1,MEDIC,2.0,5.0,5.0,Western Addition,3.5666666
M08,SF,94103.0,B03,01,2251,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,2.4833333
T03,SF,94109.0,B04,03,1544,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,2.1166666
M43,SF,94112.0,B09,33,8371,1,1,True,,1,MEDIC,1.0,9.0,11.0,Oceanview/Merced/Ingleside,4.3
T12,SF,94118.0,B07,21,4562,3,3,False,,1,TRUCK,5.0,7.0,1.0,Lone Mountain/USF,3.1666667
E03,SF,94102.0,B01,03,1411,3,3,False,,1,ENGINE,1.0,1.0,3.0,Tenderloin,2.1666667
T01,SF,94103.0,B02,01,2318,3,3,False,,1,TRUCK,2.0,2.0,6.0,South of Market,2.7
E01,SF,94102.0,B03,01,1455,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,2.85
E01,SF,94109.0,B04,03,1544,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,1.55
E26,SF,94131.0,B06,26,8146,3,3,False,,1,ENGINE,1.0,6.0,8.0,Glen Park,3.35
M43,SF,94112.0,B09,33,8371,2,2,False,,1,MEDIC,1.0,9.0,11.0,Oceanview/Merced/Ingleside,7.65
E01,SF,94108.0,B01,01,1324,3,3,False,,1,ENGINE,5.0,1.0,3.0,Financial District/South Beach,1.75
E21,SF,94117.0,B05,21,4246,3,3,False,,1,ENGINE,1.0,5.0,5.0,Haight Ashbury,2.6833334
E16,SF,94123.0,B04,16,3554,E,E,False,,1,ENGINE,1.0,4.0,2.0,Marina,1.35
M15,SF,94112.0,B09,15,0833,3,3,True,,1,MEDIC,2.0,9.0,11.0,Outer Mission,2.2166667
E19,SF,94132.0,B08,19,8731,3,3,False,,1,ENGINE,2.0,9.0,7.0,Lakeshore,3.0166667
M07,SF,94102.0,B02,36,3111,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,4.85
B02,SF,94102.0,B03,01,1456,3,3,False,,1,CHIEF,1.0,2.0,6.0,Tenderloin,1.7333333
T03,SF,94109.0,B04,03,3116,3,3,False,,1,TRUCK,1.0,4.0,6.0,Tenderloin,1.55
T01,SF,94105.0,B03,01,2211,3,3,False,,1,TRUCK,3.0,3.0,6.0,Financial District/South Beach,2.8
M36,SF,94110.0,B02,07,5247,1,1,True,,1,MEDIC,1.0,2.0,8.0,Mission,4.75
